日期,茅台收盘,平安收盘
2023-10-16,9527.0,47.54
2023-10-17,9507.4,47.68
2023-10-18,9517.45,47.39
2023-10-19,9025.02,46.05
2023-10-20,9100.4,45.84
2023-10-23,9095.27,45.94
2023-10-24,9090.09,46.1
2023-10-25,9263.7,45.51
2023-10-26,9237.22,45.7
2023-10-27,9259.73,45.18
2023-10-30,9281.29,45.31
2023-10-31,9299.28,45.46
2023-11-01,9783.72,45.11
2023-11-02,9776.23,45.06
2023-11-03,9935.72,45.24
2023-11-06,9939.54,46.06
2023-11-07,9834.87,45.3
2023-11-08,9870.9,44.63
2023-11-09,9849.64,43.28
2023-11-10,9757.84,42.35
2023-11-13,9698.35,42.39
2023-11-14,9704.73,42.61
2023-11-15,9743.22,43.36
2023-11-16,9678.5,42.87
2023-11-17,9645.18,42.66
2023-11-20,9690.81,42.91
2023-11-21,9828.99,43.07
2023-11-22,9786.33,42.73
2023-11-23,9808.89,43.05
2023-11-24,9763.67,42.69
2023-11-27,9693.32,41.85
2023-11-28,9723.67,41.67
2023-11-29,9752.16,40.75
2023-11-30,9836.53,40.8
2023-12-01,9679.65,41.02
2023-12-04,9631.57,40.38
2023-12-05,9421.98,39.53
2023-12-06,9391.83,39.53
2023-12-07,9376.76,39.34
2023-12-08,9401.48,39.19
2023-12-11,9366.71,39.6
2023-12-12,9426.96,39.79
2023-12-13,9175.77,38.89
2023-12-14,9054.67,38.7
2023-12-15,9100.4,38.79
2023-12-18,9185.82,38.61
2023-12-19,9251.14,38.71
2023-12-20,9220.47,38.45
2023-12-21,9322.02,38.8
2023-12-22,9325.29,39.1
2023-12-25,9332.07,39.18
2023-12-26,9322.02,39.1
2023-12-27,9307.25,39.0
2023-12-28,9598.33,40.26
2023-12-29,9603.41,40.3
2024-01-02,9397.44,39.47
2024-01-03,9442.61,39.4
2024-01-04,9316.99,38.9
2024-01-05,9288.65,38.97
2024-01-08,9191.32,38.45
2024-01-09,9176.3,38.38
2024-01-10,9178.81,37.82
2024-01-11,9204.29,38.43
2024-01-12,9186.65,38.03
2024-01-15,9171.28,38.17
2024-01-16,9168.41,38.7
2024-01-17,8854.71,38.01
2024-01-18,9024.9,38.99
2024-01-19,9146.15,39.2
2024-01-22,9181.32,39.48
2024-01-23,9065.75,39.36
2024-01-24,9100.93,40.17
2024-01-25,9161.23,41.15
2024-01-26,9157.81,41.25
2024-01-29,9221.52,40.98
2024-01-30,9035.61,40.19
2024-01-31,8994.96,40.51
2024-02-01,9020.68,40.3
2024-02-02,8950.18,40.1
2024-02-05,9121.08,40.68
2024-02-06,9352.17,41.56
2024-02-07,9527.99,42.38
2024-02-08,9502.91,42.78
2024-02-19,9449.8,42.73
2024-02-20,9322.02,42.35
2024-02-21,9561.5,43.59
2024-02-22,9565.12,43.7
2024-02-23,9543.56,44.07
2024-02-26,9447.54,42.95
2024-02-27,9420.0,43.12
2024-02-28,9380.06,42.65
2024-02-29,9447.64,42.9
2024-03-01,9397.69,42.99
2024-03-04,9353.68,42.34
2024-03-05,9448.14,42.81
2024-03-06,9375.03,42.5
2024-03-07,9390.51,43.06
2024-03-08,9329.2,42.88
2024-03-11,9445.08,43.16
2024-03-12,9698.88,43.81
2024-03-13,9610.69,42.63
2024-03-14,9556.33,42.45
2024-03-15,9560.65,42.48
2024-03-18,9514.27,42.56
2024-03-19,9513.06,41.83
2024-03-20,9521.0,41.92
2024-03-21,9517.99,42.03
2024-03-22,9479.55,40.56
2024-03-25,9417.54,40.44
2024-03-26,9519.44,40.9
2024-03-27,9477.79,40.65
2024-03-28,9481.0,40.69
2024-03-29,9487.33,40.81
2024-04-01,9579.94,41.25
2024-04-02,9543.06,41.0
2024-04-03,9548.69,40.5
2024-04-08,9305.24,40.22
2024-04-09,9282.93,40.11
2024-04-10,9211.37,39.2
2024-04-11,9211.47,38.95
2024-04-12,9141.28,37.78
2024-04-15,9336.99,38.36
2024-04-16,9322.02,38.28
2024-04-17,9306.94,38.95
2024-04-18,9325.94,39.7
2024-04-19,9204.64,39.42
2024-04-22,9347.44,39.83
2024-04-23,9433.97,39.89
2024-04-24,9440.6,40.6
2024-04-25,9437.79,41.06
2024-04-26,9520.15,41.53
2024-04-29,9492.86,42.08
2024-04-30,9497.89,41.36
2024-05-06,9775.26,42.49
2024-05-07,9824.5,42.59
2024-05-08,9794.2,41.95
2024-05-09,9754.15,42.34
2024-05-10,9668.63,42.93
2024-05-13,9502.91,42.65
2024-05-14,9482.71,42.31
2024-05-15,9472.76,41.84
2024-05-16,9495.37,43.05
2024-05-17,9548.13,45.2
2024-05-20,9517.99,45.46
2024-05-21,9497.89,45.4
2024-05-22,9461.26,45.4
2024-05-23,9432.61,44.78
2024-05-24,9357.59,43.89
2024-05-27,9322.62,44.1
2024-05-28,9295.09,43.76
2024-05-29,9342.12,43.47
2024-05-30,9216.5,43.15
2024-05-31,9213.73,43.07
2024-06-03,9168.21,43.13
2024-06-04,9237.6,43.27
2024-06-05,9191.37,43.08
2024-06-06,9170.32,42.45
2024-06-07,9066.66,42.12
2024-06-11,8814.52,41.83
2024-06-12,8827.98,41.4
2024-06-13,8744.22,41.3
2024-06-14,8744.17,41.87
2024-06-17,8676.33,41.58
2024-06-18,8575.84,41.73
2024-06-19,8627.97,42.0
2024-06-20,8623.45,41.51
2024-06-21,8477.23,41.67
2024-06-24,8505.12,41.8
2024-06-25,8555.87,41.55
2024-06-26,8568.78,41.65
2024-06-27,8575.16,41.42
2024-06-28,8459.09,41.36
2024-07-01,8323.37,41.62
2024-07-02,8576.22,42.17
2024-07-03,8622.95,42.27
2024-07-04,8551.3,41.98
2024-07-05,8386.78,41.12
2024-07-08,8220.97,40.84
2024-07-09,8311.56,41.52
2024-07-10,8309.35,41.86
2024-07-11,8432.46,41.94
2024-07-12,8516.52,42.68
2024-07-15,8496.83,42.53
2024-07-16,8502.35,41.19
2024-07-17,8629.98,42.29
2024-07-18,8610.44,42.37
2024-07-19,8751.69,43.03
2024-07-22,8617.93,43.0
2024-07-23,8396.83,42.79
2024-07-24,8321.56,42.56
2024-07-25,8273.68,42.57
2024-07-26,8231.97,41.09
2024-07-29,8110.52,41.32
2024-07-30,8019.92,41.33
2024-07-31,8227.4,42.56
2024-08-01,8050.93,42.51
2024-08-02,8047.36,41.82
2024-08-05,8170.77,42.0
2024-08-06,8144.09,40.9
2024-08-07,8198.36,40.7
2024-08-08,8274.68,40.82
2024-08-09,8305.38,40.61
2024-08-12,8301.87,40.62
2024-08-13,8236.09,40.78
2024-08-14,8187.3,40.49
2024-08-15,8255.59,41.32
2024-08-16,8277.24,41.61
2024-08-19,8248.3,42.07
2024-08-20,8234.63,41.92
2024-08-21,8208.81,41.97
2024-08-22,8170.97,41.71
2024-08-23,8195.79,43.35
2024-08-26,8180.77,43.35
2024-08-27,8140.92,43.15
2024-08-28,8065.2,43.19
2024-08-29,8187.3,42.62
2024-08-30,8337.49,44.03
2024-09-02,8095.35,43.45
2024-09-03,8170.72,43.21
2024-09-04,8120.47,42.64
2024-09-05,8144.99,43.42
2024-09-06,8110.42,43.25
2024-09-09,7994.85,42.68
2024-09-10,8009.93,42.66
2024-09-11,8019.97,42.52
2024-09-12,7794.16,42.6
2024-09-13,7638.74,42.89
2024-09-18,7451.67,43.7
2024-09-19,7422.02,44.03
2024-09-20,7436.7,44.15
2024-09-23,7424.74,44.09
2024-09-24,7982.79,46.5
2024-09-25,8115.45,47.36
2024-09-26,8768.67,50.42
2024-09-27,9272.15,51.9
2024-09-30,9869.1,57.09
2024-10-08,9743.48,61.73
2024-10-09,9101.06,55.7
2024-10-10,9326.42,58.5
2024-10-11,9150.5,57.54
2024-10-14,9135.43,58.67
2024-10-15,8895.54,57.19
2024-10-16,8736.01,57.38
2024-10-17,8595.82,57.0
2024-10-18,8828.97,57.18
2024-10-21,8767.66,56.9
2024-10-22,8839.02,57.06
2024-10-23,8962.12,58.31
2024-10-24,8885.24,58.1
2024-10-25,8918.66,57.7
2024-10-28,8949.56,57.5
2024-10-29,8781.83,57.63
2024-10-30,8783.74,55.97
2024-10-31,8762.59,55.92
2024-11-01,8792.54,56.15
2024-11-04,8865.14,56.97
2024-11-05,9009.81,58.75
2024-11-06,8979.71,57.49
2024-11-07,9372.35,60.84
2024-11-08,9175.53,59.12
2024-11-11,9115.43,58.4
2024-11-12,9010.86,57.01
2024-11-13,9017.4,57.19
2024-11-14,8993.78,57.0
2024-11-15,8919.41,55.8
2024-11-18,8919.41,55.76
2024-11-19,8833.59,55.61
2024-11-20,8848.11,55.46
2024-11-21,8849.72,55.49
2024-11-22,8662.24,53.03
2024-11-25,8615.76,52.57
2024-11-26,8668.17,53.05
2024-11-27,8718.67,53.55
2024-11-28,8713.4,53.17
2024-11-29,8752.29,53.25
2024-12-02,8748.57,54.01
2024-12-03,8757.31,54.43
2024-12-04,8723.45,53.93
2024-12-05,8678.22,53.68
2024-12-06,8728.52,55.12
2024-12-09,8717.42,54.83
2024-12-10,8857.05,55.62
2024-12-11,8801.83,54.9
2024-12-12,8953.58,55.58
2024-12-13,8718.42,53.74
2024-12-16,8759.62,53.12
2024-12-17,8914.39,53.01
2024-12-18,8982.22,52.94
2024-12-19,8879.26,52.89
2024-12-20,8853.5,52.62
2024-12-23,8875.86,53.1
2024-12-24,8938.01,53.78
2024-12-25,8893.7,53.9
2024-12-26,8882.59,53.45
2024-12-27,8888.52,53.27
2024-12-30,8868.57,53.9
2024-12-31,8863.55,52.65
2025-01-02,8682.65,50.71
2025-01-03,8617.33,50.3
2025-01-06,8441.46,50.34
2025-01-07,8442.47,50.17
2025-01-08,8454.03,50.3
2025-01-09,8461.56,49.81
2025-01-10,8421.37,48.95
2025-01-13,8461.46,48.59
2025-01-14,8604.77,49.36
2025-01-15,8598.59,49.11
2025-01-16,8473.52,49.25
2025-01-17,8515.58,49.38
2025-01-20,8616.33,49.81
2025-01-21,8582.91,49.9
2025-01-22,8446.49,48.95
2025-01-23,8456.54,50.37
2025-01-24,8421.37,50.86
2025-01-27,8416.29,50.85
2025-02-05,8259.57,49.72
2025-02-06,8304.99,50.25
2025-02-07,8421.37,50.88
2025-02-10,8398.8,50.9
2025-02-11,8330.92,50.52
2025-02-12,8456.54,51.08
2025-02-13,8567.39,51.02
2025-02-14,8617.33,51.7
2025-02-17,8600.35,51.84
2025-02-18,8617.33,51.31
2025-02-19,8697.73,51.45
2025-02-20,8612.31,50.78
2025-02-21,8683.71,51.2
2025-02-24,8637.78,52.0
2025-02-25,8511.81,50.98
2025-02-26,8542.01,51.62
2025-02-27,8670.39,51.62
2025-02-28,8746.92,50.38
2025-03-03,8677.73,50.33
2025-03-04,8592.76,50.08
2025-03-05,8573.97,50.38
2025-03-06,8773.0,51.64
2025-03-07,8848.47,51.5
2025-03-10,8858.02,51.25
2025-03-11,8987.56,51.5
2025-03-12,8956.91,51.15
2025-03-13,8932.74,51.14
2025-03-14,9386.18,53.47
2025-03-17,9435.67,53.38
