日期,茅台收盘,平安收盘,茅台收益率,平安收益率,茅台5日均线,茅台20日均线,茅台_看多信号,实际持仓,策略每日收益
2022-09-05,9814.82,43.8,-0.0200672736403745,0.0022883295194506,-0.0042758069205118,-0.0018474716119993,0,0.0,-0.0
2022-09-06,9865.06,43.9,0.0051187897485638,0.0022831050228311,-0.0023687405502709,-0.0015538336807472,0,0.0,0.0
2022-09-07,9729.44,43.6,-0.0137475088848926,-0.0068337129840545,-0.0105501048230955,-0.0014030736673093,0,0.0,-0.0
2022-09-08,9714.32,43.84,-0.0015540462760447,0.0055045871559633,-0.0066391331813661,-0.002255512205556,0,0.0,-0.0
2022-09-09,9864.01,44.69,0.0154092103204341,0.0193886861313867,-0.0029681657464627,-0.0020059781741404,0,0.0,0.0
2022-09-13,10035.91,45.06,0.0174269896320056,0.0082792571044978,0.0045306869080132,-0.0009364691690177,1,0.0,0.0
2022-09-14,9985.66,44.65,-0.0050070197919271,-0.0090989791389259,0.002505524999915,-0.0011365339176131,1,1.0,-0.0050070197919271
2022-09-15,10040.93,45.09,0.0055349370998012,0.0098544232922732,0.0063620141968538,-0.000863696722121,1,1.0,0.0055349370998012
2022-09-16,9935.41,43.93,-0.0105089867173658,-0.0257263251275228,0.0045710261085895,-0.0008367054972707,1,1.0,-0.0105089867173658
2022-09-19,9998.92,43.93,0.0063922877868149,0.0,0.0027676416018657,-0.0005048861275073,1,1.0,0.0063922877868149
2022-09-20,10030.88,43.24,0.0031963452052821,-0.0157068062827224,-7.848728347894206e-05,-0.0003195161728426,1,1.0,0.0031963452052821
2022-09-21,9880.14,43.15,-0.0150275947872967,-0.002081406105458,-0.0020826022825528,-0.0004752681021991,0,1.0,-0.0150275947872967
2022-09-22,9743.51,42.48,-0.0138287514144536,-0.0155272305909618,-0.0059553399854038,-0.0007691371268796,0,0.0,-0.0
2022-09-23,9811.95,43.02,0.0070241627503846,0.0127118644067798,-0.0024487100918537,-0.0011987052556183,0,0.0,0.0
2022-09-26,9955.51,42.49,0.0146311385606325,-0.0123198512319852,-0.0008009399370902,-0.0007916049670266,0,0.0,0.0
2022-09-27,10081.13,42.44,0.0126181380963907,-0.001176747469993,0.0010834186411314,0.0003149528362884,1,0.0,0.0
2022-09-28,10056.01,41.89,-0.0024917841551491,-0.0129594721960414,0.003590580767561,0.000411190733663,1,1.0,-0.0024917841551491
2022-09-29,10042.69,41.32,-0.0013245810216974,-0.0136070661255669,0.0060914148461122,-0.0010130039413833,1,1.0,-0.0013245810216974
2022-09-30,10003.25,41.58,-0.0039272346353417,0.0062923523717328,0.0039011353689669,-0.0001539204489158,1,1.0,-0.0039272346353417
2022-10-10,9568.6,41.43,-0.043450878464499,-0.0036075036075036,-0.0077152680360593,-0.0021791830294366,0,1.0,-0.043450878464499
2022-10-11,9538.4,41.2,-0.0031561565955312,-0.0055515327057686,-0.0108701269744436,-0.0013336271771944,0,0.0,-0.0
2022-10-12,9437.96,41.92,-0.0105300679359222,0.0174757281553397,-0.0124777837305983,-0.0021160700614187,0,0.0,-0.0
2022-10-13,9136.42,41.36,-0.0319497009947064,-0.0133587786259542,-0.0186028077252001,-0.0030261796669094,0,0.0,-0.0
2022-10-14,9325.45,41.94,0.0206897231081759,0.0140232108317215,-0.0136794161764965,-0.0019139911976984,0,0.0,0.0
2022-10-17,9229.43,42.1,-0.0102965540536917,0.0038149737720554,-0.0070485512943351,-0.0031992794164047,0,0.0,-0.0
2022-10-18,9165.76,41.75,-0.0068985842029247,-0.008313539192399,-0.0077970368158138,-0.0044155581081512,0,0.0,-0.0
2022-10-19,8875.18,41.27,-0.0317027720559996,-0.0114970059880238,-0.0120315776398293,-0.0057503457213548,0,0.0,-0.0
