日期,茅台收盘,平安收盘,茅台收益率,平安收益率,茅台5日均线,茅台20日均线
2022-04-29,9672.64,44.56,-0.0034267816482758,0.0206138341731563,0.006139535965358918,0.00280331411126229
2022-05-05,9715.95,45.02,0.0044775779931849,0.0103231597845601,0.013988577984607398,0.00333099089299761
2022-05-06,9494.86,44.06,-0.0227553661762359,-0.0213238560639715,0.0067243730463467976,0.0005130790353867903
2022-05-09,9288.85,44.35,-0.0216970023781287,0.0065819337267363,-0.004442536797383442,-0.00017185974060865953
2022-05-10,9360.15,44.47,0.0076758694563912,0.002705749718151,-0.007145140550612862,0.00021193373221090045
2022-05-11,9369.24,44.73,0.0009711382830404,0.0058466381830446,-0.006265556564349623,-0.00024981652145634456
2022-05-12,9342.46,44.0,-0.0028582894663815,-0.0163201430807063,-0.007732730056262902,0.0013088682195861808
2022-05-13,9420.7,43.96,0.0083746679140186,-0.0009090909090908,-0.001506723238212002,2.1103513282850692e-05
2022-05-16,9318.99,43.36,-0.0107964376320232,-0.0136487716105551,0.0006733897110090977,-0.00017272876495630433
2022-05-17,9369.24,43.82,0.0053922152507943,0.0106088560885608,0.00021665886988971768,-0.0009751481444969793
2022-05-18,9334.07,43.63,-0.0037537729847885,-0.0043359196713829,-0.0007283233836760624,-0.0010838311061623844
2022-05-19,9308.94,43.29,-0.0026922875015935,-0.0077928031171212,-0.0006951229907184624,-0.0008198107346434294
2022-05-20,9530.09,44.31,0.0237567327751602,0.0235620235620235,0.0023812899815098577,0.00038183877243576044
2022-05-23,9434.56,43.89,-0.0100240396470547,-0.0094786729857819,0.0025357695785035578,-0.00029692343642622447
2022-05-24,9329.04,43.14,-0.0111844113556963,-0.0170881749829118,-0.0007795557427945623,-0.00040674642397949955
2022-05-25,9306.48,43.23,-0.00241825525456,0.0020862308762168,-0.0005124521967488623,-0.00034169904485390455
2022-05-26,9242.62,43.15,-0.0068618854819436,-0.0018505667360628,-0.0013463717928188824,0.0010535882862017904
